customer_id,gender,age,payment_method,payment_amount,shopping_mall,timestamp,customer_name
C220495,Female,37,Debit Card,165.16,Viaport Outlet,2022-08-17 17:09:25,
C641509,Male,35,Debit Card,365.94,Metropol AVM,2022-08-17 17:12:34,
C330248,Male,56,Credit Card,4801.28,Viaport Outlet,2022-08-17 17:12:50,
C125963,Female,22,Debit Card,300.08,Kanyon,2022-08-17 17:12:52,
C159377,Female,62,Credit Card,600.17,Metrocity,2022-08-17 17:13:00,
C283997,Female,62,Credit Card,4801.28,Metropol AVM,2022-08-17 17:13:11,
C235149,Male,39,Credit Card,306.43,Cevahir AVM,2022-08-17 17:14:29,
C838623,Male,55,Debit Card,6901.84,Kanyon,2022-08-17 17:15:23,AMBER VELASQUEZ
C159056,Female,66,Debit Card,149.63,Metropol AVM,2022-08-17 17:16:40,
C609746,Female,26,Debit Card,32.529999999999994,Istinye Park,2022-08-17 17:19:32,
C251900,Male,64,Credit Card,162.64,Kanyon,2022-08-17 17:21:25,LORI BARRON
C292543,Female,51,Debit Card,14254.04,Viaport Outlet,2022-08-17 17:22:15,
C614018,Female,18,Credit Card,4801.28,Metropol AVM,2022-08-17 17:22:21,
C641509,Male,35,Debit Card,365.94,Metropol AVM,2022-08-17 17:26:48,
C330248,Male,56,Credit Card,4801.28,Viaport Outlet,2022-08-17 17:27:51,
C297086,Male,37,Debit Card,1200.32,Emaar Square Mall,2022-08-17 17:31:58,
C165218,Female,69,Debit Card,83.68,Forum Istanbul,2022-08-17 17:34:28,
C132495,Male,32,Credit Card,162.64,Emaar Square Mall,2022-08-17 17:34:38,
C148831,Female,37,Debit Card,2400.68,Kanyon,2022-08-17 17:34:43,
C211813,Female,62,Credit Card,35.84,Forum Istanbul,2022-08-17 17:35:56,
C279786,Male,44,Credit Card,365.94,Istinye Park,2022-08-17 17:36:23,
C830935,Male,60,Credit Card,6901.84,Mall of Istanbul,2022-08-17 17:37:00,
C204269,Male,62,Credit Card,41.42,Viaport Outlet,2022-08-17 17:38:33,
C235149,Male,39,Credit Card,306.43,Cevahir AVM,2022-08-17 17:39:34,
C218532,Male,29,Credit Card,130.75,Forum Istanbul,2022-08-17 17:40:29,
C223012,Female,36,Credit Card,79.5,Mall of Istanbul,2022-08-17 17:43:31,
C165218,Female,69,Debit Card,83.68,Forum Istanbul,2022-08-17 17:44:19,
C193925,Female,57,Debit Card,40.66,Metropol AVM,2022-08-17 17:44:42,
C417114,Male,32,Credit Card,138.23999999999998,Metrocity,2022-08-17 17:45:45,
C748147,Male,28,Credit Card,47.07,Kanyon,2022-08-17 17:45:52,
C112595,Male,37,Debit Card,292.75,Metropol AVM,2022-08-17 17:48:49,
C130087,Male,67,Credit Card,4321.15,Mall of Istanbul,2022-08-17 17:49:27,
C871854,Female,53,Debit Card,105.57,Mall of Istanbul,2022-08-17 17:49:55,
C387583,Female,44,Debit Card,572.49,Istinye Park,2022-08-17 17:51:05,
C270638,Female,26,Debit Card,293.25,Kanyon,2022-08-17 17:52:26,
C162967,Male,40,Credit Card,16800.0,Metrocity,2022-08-17 17:53:19,
C609746,Female,26,Debit Card,32.529999999999994,Istinye Park,2022-08-17 17:54:34,
C279786,Male,44,Credit Card,365.94,Istinye Park,2022-08-17 17:55:22,
C136072,Male,63,Credit Card,520.4499999999999,Metrocity,2022-08-17 17:59:40,
C991261,Female,67,Credit Card,7502.0,Emaar Square Mall,2022-08-17 18:01:57,
C288129,Female,55,Debit Card,6601.76,Istinye Park,2022-08-17 18:02:30,
C279786,Male,44,Credit Card,365.94,Istinye Park,2022-08-17 18:02:36,
C211813,Female,62,Credit Card,35.84,Forum Istanbul,2022-08-17 18:03:29,DR. CASEY MURPHY
C136072,Male,63,Credit Card,520.4499999999999,Metrocity,2022-08-17 18:05:37,
C614018,Female,18,Credit Card,4801.28,Metropol AVM,2022-08-17 18:05:55,
C228957,Male,55,Credit Card,892.5,Metrocity,2022-08-17 18:07:44,
C279345,Male,32,Credit Card,300.08,Istinye Park,2022-08-17 18:08:03,
C641509,Male,35,Debit Card,365.94,Metropol AVM,2022-08-17 18:09:06,
C136072,Male,63,Credit Card,520.4499999999999,Metrocity,2022-08-17 18:10:01,
C252577,Male,67,Credit Card,2376.63,Mall of Istanbul,2022-08-17 18:10:32,
C708973,Male,43,Debit Card,143.36,Mall of Istanbul,2022-08-17 18:12:05,TREVOR WILSON
C708973,Male,43,Debit Card,143.36,Mall of Istanbul,2022-08-17 18:12:14,
C545772,Male,42,Credit Card,2160.61,Mall of Istanbul,2022-08-17 18:12:34,JEAN WELCH
C204269,Male,62,Credit Card,41.42,Viaport Outlet,2022-08-17 18:14:44,
C545772,Male,42,Credit Card,2160.61,Mall of Istanbul,2022-08-17 18:20:09,
C289117,Male,56,Credit Card,117.67,Mall of Istanbul,2022-08-17 18:22:15,
C985825,Male,67,Debit Card,960.26,Mall of Istanbul,2022-08-17 18:25:42,
C867940,Male,33,Credit Card,4321.15,Zorlu Center,2022-08-17 18:26:23,
C224046,Female,39,Credit Card,187.68,Metropol AVM,2022-08-17 18:28:26,
C235149,Male,39,Credit Card,306.43,Cevahir AVM,2022-08-17 18:29:21,
C211813,Female,62,Credit Card,35.84,Forum Istanbul,2022-08-17 18:29:26,
C165218,Female,69,Debit Card,83.68,Forum Istanbul,2022-08-17 18:29:48,
C289117,Male,56,Credit Card,117.67,Mall of Istanbul,2022-08-17 18:31:12,
C181216,Female,41,Credit Card,6751.8,Kanyon,2022-08-17 18:31:29,
C173637,Female,44,Credit Card,13503.83,Kanyon,2022-08-17 18:32:13,
C283997,Female,62,Credit Card,4801.28,Metropol AVM,2022-08-17 18:32:30,
C228957,Male,55,Credit Card,892.5,Metrocity,2022-08-17 18:33:06,
C270638,Female,26,Debit Card,293.25,Kanyon,2022-08-17 18:33:23,
C148831,Female,37,Debit Card,2400.68,Kanyon,2022-08-17 18:37:28,
C330248,Male,56,Credit Card,4801.28,Viaport Outlet,2022-08-17 18:37:46,
C427173,Male,18,Credit Card,40.66,Metropol AVM,2022-08-17 18:38:50,
C985825,Male,67,Debit Card,960.26,Mall of Istanbul,2022-08-17 18:40:16,
C356129,Male,35,Debit Card,365.94,Mall of Istanbul,2022-08-17 18:40:23,
C236173,Female,38,Debit Card,15960.0,Mall of Istanbul,2022-08-17 18:42:01,JAMES SMITH
C224046,Female,39,Credit Card,187.68,Metropol AVM,2022-08-17 18:42:27,
C545772,Male,42,Credit Card,2160.61,Mall of Istanbul,2022-08-17 18:42:28,
C356129,Male,35,Debit Card,365.94,Mall of Istanbul,2022-08-17 18:42:52,
C830935,Male,60,Credit Card,6901.84,Mall of Istanbul,2022-08-17 18:43:58,
C112595,Male,37,Debit Card,292.75,Metropol AVM,2022-08-17 18:43:58,
C270638,Female,26,Debit Card,293.25,Kanyon,2022-08-17 18:44:20,
C609746,Female,26,Debit Card,32.529999999999994,Istinye Park,2022-08-17 18:46:29,
C112595,Male,37,Debit Card,292.75,Metropol AVM,2022-08-17 18:48:54,
C312040,Male,33,Debit Card,162.64,Mall of Istanbul,2022-08-17 18:49:56,
C132495,Male,32,Credit Card,162.64,Emaar Square Mall,2022-08-17 18:49:57,
C144924,Female,69,Credit Card,6901.84,Metrocity,2022-08-17 18:50:37,BRIAN TAYLOR
C252577,Male,67,Credit Card,2376.63,Mall of Istanbul,2022-08-17 18:54:21,
C871854,Female,53,Debit Card,105.57,Mall of Istanbul,2022-08-17 18:54:25,
C218532,Male,29,Credit Card,130.75,Forum Istanbul,2022-08-17 18:54:53,
C125963,Female,22,Debit Card,300.08,Kanyon,2022-08-17 18:57:23,
C117589,Female,58,Credit Card,21000.0,Istinye Park,2022-08-17 18:57:26,
C297086,Male,37,Debit Card,1200.32,Emaar Square Mall,2022-08-17 18:58:46,
C132495,Male,32,Credit Card,162.64,Emaar Square Mall,2022-08-17 18:59:48,
C279786,Male,44,Credit Card,365.94,Istinye Park,2022-08-17 19:03:06,
C792800,Female,40,Credit Card,285.08,Mall of Istanbul,2022-08-17 19:04:00,
C249832,Female,60,Debit Card,570.16,Viaport Outlet,2022-08-17 19:04:26,
C165218,Female,69,Debit Card,83.68,Forum Istanbul,2022-08-17 19:07:53,
C273459,Male,18,Debit Card,1200.32,Metrocity,2022-08-17 19:08:28,
C792800,Female,40,Credit Card,285.08,Mall of Istanbul,2022-08-17 19:09:53,KARL HAMMOND
C193925,Female,57,Debit Card,40.66,Metropol AVM,2022-08-17 19:10:45,
C236173,Female,38,Debit Card,15960.0,Mall of Istanbul,2022-08-17 19:13:37,
C282569,Male,18,Debit Card,54.54,Zorlu Center,2022-08-17 19:13:44,
C162967,Male,40,Credit Card,16800.0,Metrocity,2022-08-17 19:14:18,
C125963,Female,22,Debit Card,300.08,Kanyon,2022-08-17 19:17:11,
C128099,Female,45,Credit Card,348.45,Viaport Outlet,2022-08-17 19:17:48,
C792800,Female,40,Credit Card,285.08,Mall of Istanbul,2022-08-17 19:19:12,
C204269,Male,62,Credit Card,41.42,Viaport Outlet,2022-08-17 19:19:27,
C270638,Female,26,Debit Card,293.25,Kanyon,2022-08-17 19:19:35,
C251900,Male,64,Credit Card,162.64,Kanyon,2022-08-17 19:20:25,
C136072,Male,63,Credit Card,520.4499999999999,Metrocity,2022-08-17 19:23:34,
C991261,Female,67,Credit Card,7502.0,Emaar Square Mall,2022-08-17 19:23:38,
C398282,Female,23,Debit Card,20.92,Metrocity,2022-08-17 19:24:53,
C871854,Female,53,Debit Card,105.57,Mall of Istanbul,2022-08-17 19:26:10,
C220495,Female,37,Debit Card,165.16,Viaport Outlet,2022-08-17 19:26:23,
C387583,Female,44,Debit Card,572.49,Istinye Park,2022-08-17 19:26:39,
C153158,Male,68,Credit Card,650.56,Zorlu Center,2022-08-17 19:26:56,
C117589,Female,58,Credit Card,21000.0,Istinye Park,2022-08-17 19:28:07,
C427173,Male,18,Credit Card,40.66,Metropol AVM,2022-08-17 19:29:28,
C398282,Female,23,Debit Card,20.92,Metrocity,2022-08-17 19:29:47,
C202829,Female,52,Debit Card,4.970000000000001,Metrocity,2022-08-17 19:30:11,
C116623,Female,27,Debit Card,60.6,Metropol AVM,2022-08-17 19:30:52,
C181216,Female,41,Credit Card,6751.8,Kanyon,2022-08-17 19:32:56,
C312040,Male,33,Debit Card,162.64,Mall of Istanbul,2022-08-17 19:37:58,
C112595,Male,37,Debit Card,292.75,Metropol AVM,2022-08-17 19:38:35,
C228957,Male,55,Credit Card,892.5,Metrocity,2022-08-17 19:39:29,
C117589,Female,58,Credit Card,21000.0,Istinye Park,2022-08-17 19:40:05,
C243087,Female,52,Debit Card,13440.0,Mall of Istanbul,2022-08-17 19:40:46,
C258244,Female,33,Debit Card,9450.0,Istinye Park,2022-08-17 19:42:00,
C136072,Male,63,Credit Card,520.4499999999999,Metrocity,2022-08-17 19:44:42,
C641509,Male,35,Debit Card,365.94,Metropol AVM,2022-08-17 19:45:07,
C708973,Male,43,Debit Card,143.36,Mall of Istanbul,2022-08-17 19:45:29,
C173637,Female,44,Credit Card,13503.83,Kanyon,2022-08-17 19:46:32,
C225151,Female,26,Credit Card,15004.25,Metropol AVM,2022-08-17 19:48:15,
C792800,Female,40,Credit Card,285.08,Mall of Istanbul,2022-08-17 19:48:48,
C288129,Female,55,Debit Card,6601.76,Istinye Park,2022-08-17 19:48:48,
C218532,Male,29,Credit Card,130.75,Forum Istanbul,2022-08-17 19:48:49,
C292543,Female,51,Debit Card,14254.04,Viaport Outlet,2022-08-17 19:49:32,
C183524,Female,63,Credit Card,162.64,Mall of Istanbul,2022-08-17 19:50:21,
C867940,Male,33,Credit Card,4321.15,Zorlu Center,2022-08-17 19:51:09,
C128099,Female,45,Credit Card,348.45,Viaport Outlet,2022-08-17 19:51:31,
C223012,Female,36,Credit Card,79.5,Mall of Istanbul,2022-08-17 19:52:20,
C243087,Female,52,Debit Card,13440.0,Mall of Istanbul,2022-08-17 19:52:41,
C183524,Female,63,Credit Card,162.64,Mall of Istanbul,2022-08-17 19:53:16,
C258244,Female,33,Debit Card,9450.0,Istinye Park,2022-08-17 19:55:03,MATTHEW YORK
C288129,Female,55,Debit Card,6601.76,Istinye Park,2022-08-17 19:55:12,
C838623,Male,55,Debit Card,6901.84,Kanyon,2022-08-17 19:58:13,
C223012,Female,36,Credit Card,79.5,Mall of Istanbul,2022-08-17 19:59:03,
C235149,Male,39,Credit Card,306.43,Cevahir AVM,2022-08-17 19:59:12,
C748147,Male,28,Credit Card,47.07,Kanyon,2022-08-17 20:01:15,
C159888,Female,43,Credit Card,26250.0,Viaport Outlet,2022-08-17 20:02:03,
C235149,Male,39,Credit Card,306.43,Cevahir AVM,2022-08-17 20:02:27,
C330248,Male,56,Credit Card,4801.28,Viaport Outlet,2022-08-17 20:03:34,
C292543,Female,51,Debit Card,14254.04,Viaport Outlet,2022-08-17 20:06:05,
C223012,Female,36,Credit Card,79.5,Mall of Istanbul,2022-08-17 20:07:47,
C181216,Female,41,Credit Card,6751.8,Kanyon,2022-08-17 20:08:25,
C273459,Male,18,Debit Card,1200.32,Metrocity,2022-08-17 20:08:52,
C289117,Male,56,Credit Card,117.67,Mall of Istanbul,2022-08-17 20:10:20,
C251900,Male,64,Credit Card,162.64,Kanyon,2022-08-17 20:12:01,
C249832,Female,60,Debit Card,570.16,Viaport Outlet,2022-08-17 20:12:32,JASON GIBBS
C417114,Male,32,Credit Card,138.23999999999998,Metrocity,2022-08-17 20:12:35,
C316224,Male,67,Credit Card,105.57,Metrocity,2022-08-17 20:15:41,
C609746,Female,26,Debit Card,32.529999999999994,Istinye Park,2022-08-17 20:17:20,
C417114,Male,32,Credit Card,138.23999999999998,Metrocity,2022-08-17 20:17:59,
C218532,Male,29,Credit Card,130.75,Forum Istanbul,2022-08-17 20:19:26,
C191512,Female,51,Credit Card,7502.0,Kanyon,2022-08-17 20:20:23,TERRI MULLINS
C211813,Female,62,Credit Card,35.84,Forum Istanbul,2022-08-17 20:20:25,
C224046,Female,39,Credit Card,187.68,Metropol AVM,2022-08-17 20:21:00,
C162967,Male,40,Credit Card,16800.0,Metrocity,2022-08-17 20:21:34,MICHELLE HESTER
C614018,Female,18,Credit Card,4801.28,Metropol AVM,2022-08-17 20:21:53,
C297086,Male,37,Debit Card,1200.32,Emaar Square Mall,2022-08-17 20:29:30,
C258244,Female,33,Debit Card,9450.0,Istinye Park,2022-08-17 20:30:12,
C181216,Female,41,Credit Card,6751.8,Kanyon,2022-08-17 20:31:13,
C227106,Female,42,Credit Card,573.44,Metrocity,2022-08-17 20:32:59,
C838623,Male,55,Debit Card,6901.84,Kanyon,2022-08-17 20:35:41,
C117589,Female,58,Credit Card,21000.0,Istinye Park,2022-08-17 20:38:42,
C128099,Female,45,Credit Card,348.45,Viaport Outlet,2022-08-17 20:43:38,
C289117,Male,56,Credit Card,117.67,Mall of Istanbul,2022-08-17 20:43:44,
C202829,Female,52,Debit Card,4.970000000000001,Metrocity,2022-08-17 20:44:42,
C144924,Female,69,Credit Card,6901.84,Metrocity,2022-08-17 20:44:46,
C871854,Female,53,Debit Card,105.57,Mall of Istanbul,2022-08-17 20:45:55,
C283997,Female,62,Credit Card,4801.28,Metropol AVM,2022-08-17 20:47:22,
C871854,Female,53,Debit Card,105.57,Mall of Istanbul,2022-08-17 20:47:28,
C991261,Female,67,Credit Card,7502.0,Emaar Square Mall,2022-08-17 20:48:31,
C159888,Female,43,Credit Card,26250.0,Viaport Outlet,2022-08-17 20:49:42,
C132495,Male,32,Credit Card,162.64,Emaar Square Mall,2022-08-17 20:51:11,
C249832,Female,60,Debit Card,570.16,Viaport Outlet,2022-08-17 20:53:19,
C398282,Female,23,Debit Card,20.92,Metrocity,2022-08-17 20:55:28,
C279345,Male,32,Credit Card,300.08,Istinye Park,2022-08-17 20:57:11,
C991261,Female,67,Credit Card,7502.0,Emaar Square Mall,2022-08-17 20:57:36,
C191512,Female,51,Credit Card,7502.0,Kanyon,2022-08-17 20:58:28,
C614018,Female,18,Credit Card,4801.28,Metropol AVM,2022-08-17 20:59:50,
C117589,Female,58,Credit Card,21000.0,Istinye Park,2022-08-17 21:00:07,
C227106,Female,42,Credit Card,573.44,Metrocity,2022-08-17 21:01:57,
C748147,Male,28,Credit Card,47.07,Kanyon,2022-08-17 21:02:21,
C289117,Male,56,Credit Card,117.67,Mall of Istanbul,2022-08-17 21:02:45,ALEJANDRO ORTIZ
C128099,Female,45,Credit Card,348.45,Viaport Outlet,2022-08-17 21:02:46,
C183524,Female,63,Credit Card,162.64,Mall of Istanbul,2022-08-17 21:02:53,
C258244,Female,33,Debit Card,9450.0,Istinye Park,2022-08-17 21:03:12,
C227106,Female,42,Credit Card,573.44,Metrocity,2022-08-17 21:04:47,
C252577,Male,67,Credit Card,2376.63,Mall of Istanbul,2022-08-17 21:05:36,
C193925,Female,57,Debit Card,40.66,Metropol AVM,2022-08-17 21:05:41,
C279345,Male,32,Credit Card,300.08,Istinye Park,2022-08-17 21:05:47,
C191512,Female,51,Credit Card,7502.0,Kanyon,2022-08-17 21:05:54,
C316224,Male,67,Credit Card,105.57,Metrocity,2022-08-17 21:06:25,
